 23 CH3CL    chloromethane               6.99440  902.450 243.610  -93   -7 Y2    0
 24 CH3F     fluoromethane               7.09760  740.220 253.890 -132  -64 Y2    0
 25 CH3I     iodomethane                 6.98800 1146.340 236.660  -13   52 Y2    0
 26 CH3NO2   nitromethane                7.04400 1291.000 209.010    5  136 Y2    0
 27 CH3NO2   methyl-nitrite              0.00000    0.000   0.000    0    0 ?     0
 28 CH3NO3   methyl-nitrate              0.00000    0.000   0.000    0    0 ?     0
 29 CH4      methane                     6.69561  405.420 267.777 -181 -152 Y3    0
 30 CH4O     methanol                    8.07240 1574.990 238.870  -16   91 Y2    0
 31 CH4S     methanethiol                7.03163 1015.547 238.706  -70   25 Y3    0
 32 CH5N     methylamine                 7.49690 1079.150 240.240  -61   38 Y2    0
 33 C2CL4    tetrachloroethene           7.02000 1415.490 221.010   34  187 Y2    0
 34 C2CL6    hexachloroethane            7.08633 1626.945 197.048   33  186 Y6    0
 35 C2CL3F3  112trichlorotrifluoroethane 6.88030 1099.900 227.500  -25   83 Y4    0
 36 C2CL2F4  12dichlorotetrafluoroethane 6.87084  942.336 232.632  -95    4 Y6    0
 37 C2CLF5   chloropentafluoroethane     6.83330  802.970 242.280  -98  -43 Y2    0
 38 C2F4     tetrafluoroethene           6.89660  683.840 245.940 -133  -63 Y2    0
 39 C2F6     hexafluoroethane            6.79330  657.060 246.220 -103  -73 Y2    0
 40 C2N2     cyanogen                    6.43629  576.579 182.308  -77   -4 Y7    0
 41 C2HCL3   trichloroethene             7.02810 1315.100 230.010  -13  127 Y2    0
 42 C2HCL5   pentachloroethane           6.74000 1378.000 197.000   25  162 Y4    0
 43 C2HF3    trifluoroethene             5.68715  491.359 227.23   -93  -31 N    49
 44 C2H2     acetylene(ethyne)           9.14020 1232.600 280.900 -129  -83 Y3    0
 45 C2H2CL2  1,1-dichloroethene          6.97220 1099.400 237.200  -28   32 Y4    0
 46 C2H2CL2  cis-1,2-dichloroethene      7.02230 1205.400 230.600    0   84 Y4    0
 47 C2H2CL2  trans-1,2-dichloroethene    6.96510 1141.900 231.900  -38   85 Y4    0
 48 C2H2CL4  1,1,2,2-tetrachloroethane   6.63170 1228.100 179.900   25  130 Y4    0
 49 C2H2F2   1,1-difluoroethene          6.34918  491.359 227.239 -140  -86 Y7    0
 50 C2H2F2   cis-1,2-difluoroethene      5.31401  491.359 227.23   -78  2.6 N    49
 51 C2H2F2   trans-1,2-difluoroethene    5.31401  491.359 227.23   -78  2.6 N    49
 52 C2H2O    ketene                      6.95730  803.100 238.010 -103  -18 Y2    0
 53 C2H3BR   bromoethylene               7.24379 1219.308 264.021  -88   16 Y6    0
 54 C2H3CL   chloroethene                6.49710  783.400 230.010  -88   17 Y2    0
 55 C2H3CL3  1,1,2-trichloroethane       6.96530 1351.000 217.000   29  155 Y2    0
 56 C2H3CLO  acetyl-chloride             6.84070 1062.860 217.630  -36   82 Y2    0
 57 C2H3F    fluoroethene                6.33949  593.551 243.111 -149  -72 Y6    0
 58 C2H3F3   1,1,1-trifluoroethane       6.90380  788.210 243.240   -3   27 Y2    0
 59 C2H3N    acetonitrile                7.07350 1279.200 224.010  -13  117 Y2    0
 60 C2H4     ethylene                    6.74756  585.000 255.000 -153  -91 Y3    0
 61 C2H4BR2  1,2-dibromoethane           6.72148 1280.820 201.750   52  131 Y4    0
 62 C2H4CL2  1,1-dichloroethane          6.98530 1171.420 228.130  -31   79 Y2    0
 63 C2H4CL2  1,2-dichloroethane          7.02530 1271.250 222.940  -33  100 Y2    0
 64 C2H4F2   1,1-difluoroethane          7.03000  910.000 244.000  -35    0 Y2    0
 65 C2H4I2   1,2-diiodoethane            6.98834 1647.100 201.000   98  253 Y10   0
 66 C2H4O    ethylene-oxide              7.27010 1115.100 244.150  -73   37 Y2    0
 67 C2H4O    acetaldehyde                7.05650 1070.600 236.010  -63   47 Y2    0
 68 C2H4O2   acetic-acid                 7.29960 1479.020 216.820   17  157 Y2    0
 69 C2H4O2   methyl-formate              7.17040 1125.200 230.560  -48   51 Y2    0
 70 C2H4OS   thioacetic-acid             7.74889 1479.02  216.82    40  106 N    68
 71 C2H4S    thiacyclopropane            7.03725 1194.370 232.420  -35   77 Y3    0
 72 C2H5BR   bromoethane                 6.92000 1090.810 231.720  -47   60 Y2    0
 73 C2H5CL   chloroethane                6.94000 1012.780 236.680  -73   37 Y2    0
 74 C2H5F    fluoroethane                6.97850  854.210 246.160 -103  -21 Y2    0
 75 C2H5I    iodoethane                  6.95900 1232.000 229.000   30   60 Y4    0
 76 C2H5N    ethylenimine                7.13230 1133.700 210.010  -25   86 Y2    0
 77 C2H5NO2  nitroethane                 7.58777 1671.266 241.187  -21  114 Y6    0
 78 C2H5NO3  ethyl-nitrate               7.16370 1338.800 224.900    0   60 Y4    0
 79 C2H6     ethane                      6.83452  663.700 256.470 -143  -75 Y3    0
 80 C2H6O    methyl-ether                7.31640 1025.560 256.060  -94   -8 Y2    0
 81 C2H6O    ethyl-alcohol               8.21330 1652.050 231.480   -3   96 Y2    0
 82 C2H6O2   ethylene-glycol             8.79450 2615.400 244.910   91  221 Y1    0
 83 C2H6S    methyl-sulfide              6.94879 1090.755 230.799  -47   58 Y3    0
 84 C2H6S    ethanethiol                 6.95206 1084.531 231.385  -49   56 Y3    0
 85 C2H6S2   methyl-disulfide            6.97792 1346.342 218.863    6  135 Y3    0
 86 C2H7N    ethylamine                  7.38620 1137.300 235.860  -58   43 Y2    0
 87 C2H7N    dimethylamine               7.06390 1024.400 238.010  -55   37 Y2    0
 88 C3H3N    acrylonitrile               6.91630 1208.300 222.010  -18  112 Y1    0
 89 C3H4     allene(propadiene)          5.71370  458.060 196.070  -99  -16 Y3    0
 90 C3H4     propyne(methylacetylene)    6.78485  803.730 229.080  -90   -6 Y3    0
 91 C3H4O2   acrylic-acid                7.19260 1441.500 193.010   42  177 Y1    0
 92 C3H5BR   3-bromo-1-propene           7.05187 1259.83  232.04    17   93 N   109
 93 C3H5CL   3-chloro-1-propene          6.93880 1099.600 226.010  -43   77 Y2    0
 94 C3H5CL3  1,2,3-trichloropropane      7.00280 1484.100 204.010   42  197 Y1    0
 95 C3H5I    3-iodo-1-propene            6.96930 1316.500 220.000   20  142 Y10   0
 96 C3H5N    propionitrile               6.93010 1277.200 218.010   -3  132 Y2    0
 97 C3H6     propene                     6.81960  785.000 247.000 -112  -32 Y3    0
 98 C3H6     cyclopropane                6.88790  856.010 246.510  -93  -28 Y2    0
 99 C3H6BR2  1,2-dibromopropane          6.89105 1419.600 212.000   50  250 Y4    0
100 C3H6CL2  1,2-dichloropropane         6.96540 1296.400 221.000   15  135 Y2    0
101 C3H6CL2  1,3-dichloropropane         6.97186 1376.200 216.000   34  162 Y10   0
102 C3H6CL2  2,2-dichloropropane         6.94820 1201.100 226.000   -6  105 Y10   0
103 C3H6I2   1,2-diiodopropane           6.0765  1507.41  244.7    125  275 N   115
104 C3H6O    propylene-oxide             6.65460  915.310 208.290  -48   67 Y2    0
105 C3H6O    allyl-alcohol               7.34240 1271.700 188.010   13  127 Y1    0
106 C3H6O    propionaldehyde             7.04930 1154.800 229.010  -38   77 Y2    0
107 C3H6O    acetone                     7.23160 1277.030 237.230  -32   77 Y2    0
108 C3H6S    thiacyclobutane             7.01667 1321.331 224.513   -5  120 Y3    0
109 C3H7BR   1-bromopropane              7.03766 1259.836 232.042  -53   71 Y6    0
110 C3H7BR   2-bromopropane              7.00463 1223.475 236.508  -62   60 Y6    0
111 C3H7CL   1-chloropropane             6.93110 1121.120 230.210  -43   77 Y2    0
112 C3H7CL   2-chloropropane             6.96540 1081.600 230.010  -48   67 Y1    0
113 C3H7F    1-fluoropropane             6.95330  965.180 239.500  -70   30 Y10   0
114 C3H7F    2-fluoropropane             7.07451  965.18  239.5    -49    8 N   113
115 C3H7I    1-iodopropane               7.22121 1507.410 244.701  -36  103 Y6    0
116 C3H7I    2-iodopropane               7.01670 1340.448 234.365  -43   90 Y6    0
117 C3H7NO2  1-nitropropane              7.11460 1467.450 215.230   59  131 Y4    0
118 C3H7NO2  2-nitropropane              7.48654 1664.036 240.995  -19  120 Y6    0
119 C3H7NO3  propyl-nitrate              7.73719 1721.723 245.490    0   70 Y6    0
120 C3H7NO3  isopropyl-nitrate           6.42006 1018.568 183.528    0   70 Y6    0
121 C3H8     propane                     6.80398  803.810 246.990 -108  -25 Y3    0
122 C3H8O    ethyl-methyl-ether          5.88190  504.490 160.760  -68   37 Y2    0
123 C3H8O    propyl-alcohol              7.61920 1375.140 193.010   12  127 Y2    0
124 C3H8O    isopropyl-alcohol           8.11820 1580.920 219.620    0  101 Y2    0
125 C3H8S    ethyl-methyl-sulfide        6.93849 1182.562 224.784  -26   90 Y3    0
126 C3H8S    1-propanethiol              6.92846 1183.307 224.624  -25   91 Y3    0
127 C3H8S    2-propanethiol              6.87734 1113.895 226.157  -37   75 Y3    0
128 C3H9N    propylamine                 6.94680 1108.200 224.010  -38   77 Y2    0
129 C3H9N    trimethylamine              6.97040  968.700 234.010  -58   32 Y2    0
130 C4F8     octafluorocyclobutane       6.81530  862.490 225.150  -32    1 Y1    0
131 C4H2     butadiyne(biacetylene)      5.51917  460.684 164.594  -78    0 Y6    0
132 C4H4     1buten3yne(vinylacetylene)  6.95300  957.000 230.010  -73   32 Y1    0
133 C4H4O    furan                       6.97530 1060.850 227.750  -35   90 Y1    0
134 C4H4S    thiophene                   6.95926 1246.020 221.350  -12  108 Y3    0
135 C4H6     1,2-butadiene               6.99383 1041.117 242.274  -26   30 Y3    0
136 C4H6     1,3-butadiene               6.84999  930.546 238.854  -58   14 Y3    0
137 C4H6     1-butyne(ethylacetylene)    6.98198  988.750 233.010  -68   27 Y3    0
138 C4H6     2-butyne(dimethylacetylene) 7.07338 1101.710 235.810  -30   47 Y3    0
139 C4H6     cyclobutene                 6.95769 1009.320 244.986  -77    2 Y6    0
140 C4H6O3   acetic-anhydride            7.12160 1427.770 198.050   35  164 Y2    0
141 C4H7N    butyronitrile               7.03960 1390.700 217.000   34  160 Y2    0
142 C4H7N    isobutyronitrile            7.21591 1390.7   217       49  127 N   141
143 C4H8     1-butene                    6.84290  926.100 240.000  -81   13 Y3    0
144 C4H8     2-butene,cis                6.86926  960.100 237.000  -73   23 Y3    0
145 C4H8     2-butene,trans              6.86952  960.800 240.000  -76   20 Y3    0
146 C4H8     2-methylpropene             6.84134  923.200 240.000  -82   12 Y3    0
147 C4H8     cyclobutane                 6.91630 1024.540 241.380  -73   17 Y2    0
148 C4H8BR2  1,2-dibromobutane           7.25696 1759.076 235.009    8  166 Y6    0
149 C4H8BR2  2,3-dibromobutane           7.20023 1691.481 230.223    5  161 Y6    0
150 C4H8I2   1,2-diiodobutane            6.2433  1507.41  244.7    110  246 N   115
151 C4H8O    butyraldehyde               7.02120 1233.000 223.010  -18  107 Y2    0
152 C4H8O    2-butanone                  7.20870 1368.210 236.510  -16  103 Y2    0
153 C4H8O2   p-dioxane                   7.00630 1288.500 211.010    2  137 Y2    0
154 C4H8O2   ethyl-acetate               7.01460 1211.900 216.010  -13  112 Y2    0
155 C4H8S    thiacyclopentane            6.99540 1401.939 219.607   14  147 Y3    0
156 C4H9BR   1-bromobutane               6.92254 1298.608 219.700   19  141 Y10   0
157 C4H9BR   2-bromobutane               6.82724 1229.080 220.000   10  146 Y9    0
158 C4H9BR   2-bromo-2-methylpropane     6.66850 1129.700 225.000   -7  110 Y10   0
159 C4H9CL   1-chlorobutane              6.93790 1227.430 224.110  -18  112 Y2    0
160 C4H9CL   2-chlorobutane              6.94470 1195.800 226.010  -23  102 Y1    0
161 C4H9CL   1-chloro-2-methylpropane    6.95304 1205.079 227.046  -54   69 Y6    0
162 C4H9CL   2-chloro-2-methylpropane    6.86710 1114.900 229.010  -38   87 Y1    0
163 C4H9I    2-iodo-2-methylpropane      7.2539  1507.41  244.7     42  124 N   115
164 C4H9N    pyrrolidine                 6.92460 1179.990 205.260   27  127 Y2    0
165 C4H9NO2  1-nitrobutane               6.86715 1467.45  215.23    86  182 N   117
166 C4H9NO2  2-nitrobutane               7.25197 1664.03  240.99    75  167 N   118
167 C4H10    butane                      6.80896  935.860 238.730  -78   19 Y3    0
168 C4H10    2-methylpropane(isobutane)  6.91048  946.350 246.680  -87    7 Y3    0
169 C4H10O   ethyl-ether                 6.92032 1064.070 228.800  -61   20 Y4    0
170 C4H10O   methyl-propyl-ether         6.11860  708.690 179.900    0   39 Y4    0
171 C4H10O   methyl-isopropyl-ether      6.24495  708.69  179.9    -12   51 N   170
172 C4H10O   butyl-alcohol               7.47680 1362.390 178.730   15  131 Y2    0
173 C4H10O   sec-butyl-alcohol           7.47430 1314.190 186.510   25  120 Y2    0
174 C4H10O   tert-butyl-alcohol          7.31990 1154.480 177.660   20  103 Y2    0
175 C4H10S   ethylsulfide                6.92836 1257.833 218.662   -6  117 Y3    0
176 C4H10S   isopropyl-methyl-sulfide    6.90196 1232.170 221.670  -13  109 Y3    0
177 C4H10S   methyl-propyl-sulfide       6.95545 1284.320 219.660   -4  120 Y3    0
178 C4H10S   1-butanethiol               6.92754 1281.018 218.100   -2  123 Y3    0
179 C4H10S   2-butanethiol               6.88698 1229.904 222.021  -13  109 Y3    0
180 C4H10S   2-methyl-1-propanethiol     6.88746 1237.282 220.313  -10  113 Y3    0
181 C4H10S   2-methyl-2-propanethiol     6.78781 1115.565 221.314    1   87 Y3    0
182 C4H10S2  ethyl-disulfide             6.97507 1485.970 208.958   40  182 Y3    0
183 C4H11N   butylamine                  7.21300 1308.400 224.200  -14  100 Y2    0
184 C4H11N   sec-butylamine              7.15069 1238.300 227.000   -9   98 Y10   0
185 C4H11N   tert-butylamine             6.78309  993.262 210.493   19   75 Y6    0
186 C4H11N   diethylamine                6.97240 1127.000 220.010  -31   77 Y2    0
187 C5H5N    pyridine                    6.98820 1344.200 212.010   12  152 Y2    0
188 C5H6S    2-methylthiophene           6.93897 1326.480 214.310    9  138 Y3    0
189 C5H6S    3-methylthiophene           6.98611 1363.840 216.780   11  141 Y3    0
190 C5H8     1,2-pentadiene              6.91820 1104.991 228.851  -20   66 Y3    0
191 C5H8     1,3-pentadiene,cis          6.91089 1101.923 229.367  -17   65 Y3    0
192 C5H8     1,3-pentadiene,trans        6.91317 1103.840 231.724  -16   63 Y3    0
193 C5H8     1,4-pentadiene              6.83543 1017.995 231.461  -33   46 Y3    0
194 C5H8     2,3-pentadiene              6.96216 1126.837 227.841  -13   69 Y3    0
195 C5H8     3-methyl-1,2-butadiene      6.94350 1103.901 230.890  -20   62 Y3    0
196 C5H8     2-methyl-1,3-butadiene      6.88564 1071.578 233.513  -18   55 Y3    0
197 C5H8     1-pentyne                   6.96730 1092.520 227.190  -43   62 Y1    0
198 C5H8     2-pentyne                   7.04614 1189.870 229.600  -33   78 Y4    0
199 C5H8     3-methyl-1-butyne           6.88480 1014.810 227.110  -55   47 Y4    0
200 C5H8     cyclopentene                6.92070 1121.810 233.460  -29  105 Y1    0
201 C5H8     spiropentane                6.91700 1090.080 231.100    3   71 Y4    0
202 C5H10    1-pentene                   6.84650 1044.895 233.516  -55   51 Y3    0
203 C5H10    2-pentene,cis               6.87274 1067.951 230.585  -49   58 Y3    0
204 C5H10    2-pentene,trans             6.90575 1083.987 232.965  -49   58 Y3    0
205 C5H10    2-methyl-1-butene           6.87314 1053.780 232.788  -53   52 Y3    0
206 C5H10    3-methyl-1-butene           6.82618 1013.474 236.816  -63   41 Y3    0
207 C5H10    2-methyl-2-butene           6.91562 1095.088 232.842  -48   60 Y3    0
208 C5H10    cyclopentane                6.88676 1124.162 231.361  -40   72 Y3    0
209 C5H10BR2 2,3-dibromo-2-methylbutane  7.36735 1695.900 207.000   81  218 Y10   0
210 C5H10O   valeraldehyde               7.01920 1316.000 215.010    4  139 Y1    0
211 C5H10O   2-pentanone                 6.95000 1274.600 210.910    2  137 Y1    0
212 C5H10S   thiacyclohexane             6.90518 1422.470 211.720   29  170 Y3    0
213 C5H10S   cyclopentanethiol           6.91497 1388.630 212.050   81  173 Y4    0
214 C5H11BR  1-bromopentane              6.95580 1401.634 214.380   41  173 Y10   0
215 C5H11CL  1-chloropentane             6.96617 1332.890 218.500   24  148 Y10   0
216 C5H11CL  1-chloro-3-methylbutane     6.79527 1258.5   223       39  124 N   217
217 C5H11CL  2-chloro-2-methylbutane     6.95902 1258.500 223.000    7  123 Y10   0
218 C5H12    pentane                     6.87632 1075.780 233.205  -50   58 Y3    0
219 C5H12    2-methylbutane(isopentane)  6.83315 1040.730 235.445  -57   49 Y3    0
220 C5H12    2,2-dimethypropane          6.60427  883.420 227.782  -13   29 Y3    0
221 C5H12O   methyl-tert-butyl-ether     5.896    708.69  179.9      2   80 N   170
222 C5H12O   pentyl-alcohol              7.17760 1314.560 168.160   37  138 Y2    0
223 C5H12O   tert-pentyl-alcohol         7.87530 1604.700 208.160   55  133 Y1    0
224 C5H12S   butyl-methyl-sulfide        6.94583 1363.808 212.074   17  150 Y3    0
225 C5H12S   ethyl-propyl-sulfide        6.93380 1341.570 212.510   14  145 Y3    0
226 C5H12S   2-methyl-2-butanethiol      6.82837 1254.885 218.759   -3  125 Y3    0
227 C5H12S   1-pentanethiol              6.93311 1369.479 211.314   20  153 Y3    0
228 C6CL6    hexachlorobenzene           9.78602 4597.570 355.961  114  309 Y6    0
229 C6F6     hexafluorobenzene           7.03300 1227.980 215.500   -3  117 Y2    0
230 C6H4CL2  o-dichlorobenzene           7.07030 1649.550 213.320   58  210 Y2    0
231 C6H4CL2  m-dichlorobenzene           7.30370 1782.400 230.010   53  202 Y2    0
232 C6H4CL2  p-dichlorobenzene           6.99800 1575.110 208.520   54  204 Y2    0
233 C6H4F2   m-difluorobenzene           7.06582 1310.27  222.58    36  114 N   234
234 C6H4F2   o-difluorobenzene           7.02031 1310.271 222.587   31  130 Y6    0
235 C6H4F2   p-difluorobenzene           7.08812 1310.27  222.58    34  112 N   234
236 C6H5BR   bromobenzene                6.86060 1438.820 205.450   47  177 Y2    0
237 C6H5CL   chlorobenzene               6.97810 1431.050 217.560   47  147 Y2    0
238 C6H5F    fluorobenzene               7.18700 1381.830 235.570  -23   97 Y2    0
239 C6H5I    iodobenzene                 7.01190 1640.130 208.780   17  197 Y2    0
240 C6H6     benzene                     6.90565 1211.033 220.790  -16  104 Y3    0
241 C6H6O    phenol                      7.13450 1516.070 174.570   72  208 Y2    0
242 C6H6S    benzenethiol                6.99019 1529.454 203.048   52  198 Y3    0
243 C6H7N    2-picoline                  7.03240 1415.730 211.580   79  169 Y1    0
244 C6H7N    3-picoline                  7.05020 1481.770 211.210   74  185 Y1    0
245 C6H7N    aniline                     7.24180 1675.300 200.010   67  227 Y2    0
246 C6H10    1-hexyne                    6.91212 1194.600 225.000   -8  118 Y9    0
247 C6H10    cyclohexene                 6.87240 1221.900 223.180   27   87 Y1    0
248 C6H10    1-methylcyclopentene        6.86884 1199.600 225.000   -5  130 Y8    0
249 C6H10    3-methylcyclopentene        6.87259 1165.600 227.000  -10  119 Y8    0
250 C6H10    4-methylcyclopentene        6.87015 1197.600 225.000   -2  130 Y8    0
251 C6H10O   cyclohexanone               6.97851 1495.580 209.559   90  166 Y6    0
252 C6H12    1-hexene                    6.86572 1152.971 225.849  -29   87 Y3    0
253 C6H12    2-hexene,cis                7.03805 1258.571 233.851  -25   92 Y3    0
254 C6H12    2-hexene,trans              6.89342 1173.343 224.530  -25   91 Y3    0
255 C6H12    3-hexene,cis                6.87854 1164.134 224.749  -27   90 Y3    0
256 C6H12    3-hexene,trans              6.91780 1180.707 225.384  -26   90 Y3    0
257 C6H12    2-methyl-1-pentene          6.85030 1138.516 224.704  -30   85 Y3    0
258 C6H12    3-methyl-1-pentene          6.75523 1086.316 226.204  -37   77 Y3    0
259 C6H12    4-methyl-1-pentene          6.83529 1121.302 229.687  -38   77 Y3    0
260 C6H12    2-methyl-2-pentene          6.92367 1183.837 225.514  -26   90 Y3    0
261 C6H12    3-methyl-2-pentene,cis      6.91073 1186.402 226.696  -26   91 Y3    0
262 C6H12    3-methyl-2-pentene,trans    6.92634 1194.527 224.833  -23   94 Y3    0
263 C6H12    4-methyl-2-pentene,cis      6.84129 1120.707 226.586  -35   79 Y3    0
264 C6H12    4-methyl-2-pentene,trans    6.88030 1142.874 227.143  -33   81 Y3    0
265 C6H12    2-ethyl-1-butene            6.99712 1218.352 231.300  -28   88 Y3    0
266 C6H12    2,3-dimethyl-1-butene       6.86236 1134.675 229.367  -36   78 Y3    0
267 C6H12    3,3-dimethyl-1-butene       6.67751 1010.516 224.909  -47   64 Y3    0
268 C6H12    2,3-dimethyl-2-butene       6.95058 1215.428 225.443  -21   97 Y3    0
269 C6H12    cyclohexane                 6.84130 1201.531 222.647    6  105 Y3    0
270 C6H12    methylcyclopentane          6.86283 1186.059 226.042  -24   96 Y3    0
271 C6H12O   cyclohexanol                6.25530  912.870 109.130   94  161 Y4    0
272 C6H12O   hexanal                     6.71442 1316.    215.01    64  156 N   210
273 C6H12S   thiacycloheptane            6.90523 1422.47  211.72    78  169 N   212
274 C6H14    hexane                      6.87024 1168.720 224.210  -25   92 Y3    0
275 C6H14    2-methylpentane             6.83910 1135.410 226.572  -32   83 Y3    0
276 C6H14    3-methylpentane             6.81887 1152.368 227.129  -29   89 Y3    0
277 C6H14    2,2-dimethylbutane          6.75483 1081.176 229.343  -41   73 Y3    0
278 C6H14    2,3-dimethylbutane          6.80983 1127.187 228.900  -35   81 Y3    0
279 C6H14O   propyl-ether                6.94760 1256.500 219.000   26   89 Y4    0
280 C6H14O   isopropyl-ether             7.09710 1257.600 230.010  -24   91 Y2    0
281 C6H14O   hexyl-alcohol               7.86040 1761.260 196.670   35  157 Y1    0
282 C6H14S   butyl-ethyl-sulfide         6.94102 1421.320 205.810   33  172 Y3    0
283 C6H14S   isopropyl-sulfide           6.87118 1327.120 212.550   13  147 Y3    0
284 C6H14S   methyl-pentyl-sulfide       7.11609 1413.44  205.73    70  153 N   285
285 C6H14S   propyl-sulfide              6.93577 1413.440 205.730   32  170 Y3    0
286 C6H14S   1-hexanethiol               6.94664 1454.004 204.954   40  181 Y3    0
287 C6H14S2  propyl-disulfide            6.97529 1603.793 195.848   73  226 Y3    0
288 C6H15N   triethylamine               6.89890 1251.800 222.010  -13  127 Y2    0
289 C7H5F3   a,a,a-trifluorotoluene      6.97045 1306.350 217.380   55  139 Y4    0
290 C7H5N    benzonitrile                7.72911 2110.572 244.819   28  191 Y6    0
291 C7H6O2   benzoic-acid                7.45400 1820.000 147.960  132  287 Y1    0
292 C7H7F    p-fluorotoluene             6.99426 1374.055 217.400   68  155 Y4    0
293 C7H8     toluene                     6.95464 1344.800 219.482    6  136 Y3    0
294 C7H8     1,3,5-cycloheptatriene      6.97433 1376.840 220.750    0   65 Y4    0
295 C7H8O    m-cresol                    7.50800 1856.360 199.070   97  207 Y2    0
296 C7H8O    o-cresol                    6.91170 1435.500 165.160   97  207 Y2    0
297 C7H8O    p-cresol                    7.03510 1511.080 161.860   97  207 Y2    0
298 C7H12    1-heptyne                   6.68593 1216.600 220.000   14  142 Y9    0
299 C7H14    1-heptene                   6.90069 1257.505 219.179   -6  118 Y3    0
300 C7H14    cycloheptane                6.85390 1331.570 216.360   57  162 Y1    0
301 C7H14    ethylcyclopentane           6.88709 1298.599 220.675   -3  129 Y3    0
302 C7H14    1,1-dimethylcyclopentane    6.81724 1219.474 221.946  -12  113 Y3    0
303 C7H14    c-1,2-dimethylcyclopentane  6.85008 1269.140 220.209   -3  125 Y3    0
304 C7H14    t-1,2-dimethylcyclopentane  6.84422 1242.748 221.686   -9  117 Y3    0
305 C7H14    c-1,3-dimethylcyclopentane  6.83715 1237.456 222.005  -10  116 Y3    0
306 C7H14    t-1,3-dimethylcyclopentane  6.83817 1240.023 221.621   -9  117 Y3    0
307 C7H14    methylcyclohexane           6.82300 1270.763 221.416   -3  127 Y3    0
308 C7H14O   heptanal                    5.47587  686.453 111.817   12  155 Y6    0
309 C7H16    heptane                     6.89385 1264.370 216.636   -2  123 Y3    0
310 C7H16    2-methylhexane              6.87318 1236.026 219.545   -9  115 Y3    0
311 C7H16    3-methylhexane              6.86764 1240.196 219.223   -8  117 Y3    0
312 C7H16    3-ethylpentane              6.87564 1251.827 219.887   -7  118 Y3    0
313 C7H16    2,2-dimethylpentane         6.81480 1190.033 223.303  -19  104 Y3    0
314 C7H16    2,3-dimethylpentane         6.85382 1238.017 221.823  -10  115 Y3    0
315 C7H16    2,4-dimethylpentane         6.82621 1192.041 221.634  -17  105 Y3    0
316 C7H16    3,3-dimethylpentane         6.82667 1228.663 225.316  -14  111 Y3    0
317 C7H16    2,2,3-trimethylbutane       6.79230 1200.563 226.050  -19  106 Y3    0
318 C7H16O   isopropyl-tert-butyl-ether  6.62913 1257.6   230.01    41  134 N   280
319 C7H16O   heptyl-alcohol              6.64760 1140.640 126.560   60  176 Y1    0
320 C7H16S   butyl-propyl-sulfide        6.65279 1421.32  205.81    99  203 N   282
321 C7H16S   ethyl-pentyl-sulfide        6.65279 1421.32  205.81    99  203 N   282
322 C7H16S   hexyl-methyl-sulfide        6.65279 1421.32  205.81    99  203 N   282
323 C7H16S   1-heptanethiol              6.95249 1525.311 197.696   59  206 Y3    0
324 C8H6     ethynylbenzene              6.957   1445.58  209.44    82  172 N   325
325 C8H8     styrene                     6.95710 1445.580 209.440   32  187 Y2    0
326 C8H8     1,3,5,7-cyclooctatetraene   7.00669 1472.110 215.840    0   75 Y4    0
